CustomerID,Name,Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
2cde9187-d1fa-42a6-860b-340cf21a6f38,Abigail Parsons MD,39,Male,Widowed,Master,Employed,145710,49411,Home,351,1,7,No
02bdeabe-7060-48eb-be8e-ed12a3ea21a2,Dana Snyder,68,Male,Widowed,Bachelor,Student,112755,33088,Education,557,4,1,Yes
ee462fcd-a829-407c-99be-ccff33a315f3,Stacy Garner,41,Male,Divorced,Bachelor,Student,49925,46782,Home,784,0,9,No
31dae817-4937-490f-84a5-b18bcdcd0a34,Gregory Brown,58,Female,Married,High School,Self-employed,98045,28360,Car,705,1,3,Yes
82b34384-9979-4f26-88b1-90e1089a9f4f,Kathryn Chavez,34,Male,Single,Other,Unemployed,188878,9527,Education,303,0,5,No
9d7d1756-3b4e-49f5-b2cd-9a0a840c5cb0,David Maxwell,29,Male,Widowed,High School,Unemployed,199865,26379,Home,666,1,8,No
5c17ebb5-093b-4d72-ac8c-dcaf2b633b18,Larry Higgins,63,Male,Divorced,Other,Unemployed,33365,47661,Education,306,3,1,Yes
f9c3ee05-0012-4399-a7af-55453d3fec1b,Jason Norris,49,Female,Single,Other,Employed,187621,9554,Personal,300,4,6,No
46a3cc71-ff2f-4883-963b-5481284e4cd4,Elizabeth Jones,32,Male,Widowed,PhD,Unemployed,54726,7333,Education,638,4,1,Yes
ab6ef8dd-5a66-4316-a641-4954c798a445,Brianna Mccormick,33,Female,Single,High School,Self-employed,70448,41407,Personal,649,0,9,Yes
33478a91-9609-498e-a7cb-a27a65281970,Anne Jones,39,Female,Widowed,Master,Self-employed,190181,19405,Home,354,3,1,Yes
b4209103-bca7-46eb-83ef-0f77848ac924,Joshua Anderson,45,Female,Single,Other,Employed,83615,47185,Personal,569,0,0,Yes
8cb21aa2-1715-4c03-ab4f-36381190e515,Anthony Christensen,37,Male,Widowed,Other,Unemployed,140411,3569,Education,571,0,8,No
8f221604-d46b-4756-b9e4-39ef48d495a4,David Brooks,50,Female,Widowed,Bachelor,Retired,29224,24765,Car,729,2,5,Yes
58f42098-591c-4524-953b-0f1fea3e072a,Eric Hernandez,27,Male,Single,PhD,Retired,90618,28606,Personal,676,0,1,Yes
39ee80ab-46c9-47e0-90c5-9550f69a0539,Joseph Payne,57,Male,Widowed,Master,Student,106242,48620,Education,686,1,9,Yes
746b161a-31cc-4738-b68a-e9b79b3aa1d1,David Johnson,49,Male,Widowed,Other,Employed,191141,12578,Car,686,2,3,Yes
0130d66b-932d-4648-a769-b0f1ee01b9e0,Christina Simon,67,Female,Widowed,Bachelor,Retired,198115,39822,Business,468,2,3,No
8198d1f5-6839-498f-accf-147242d7f112,Megan Mills,50,Female,Single,High School,Student,182006,49880,Personal,456,0,6,Yes
80cfb1db-1287-4313-8f02-6c2c1b414999,Mandy Walker,19,Male,Single,Other,Self-employed,49526,31202,Personal,723,2,6,No
1df44d3e-f26f-4b19-9708-013e4b541670,Cynthia Cunningham,50,Female,Widowed,Bachelor,Student,39612,15427,Home,576,4,3,Yes
41f83199-f4ea-4769-8366-c189cd8d9f75,Angelica Mays,50,Female,Widowed,High School,Unemployed,103395,25381,Business,447,2,4,No
cb1b8eff-d02a-4cbb-89b4-094ae048f1de,David James,58,Female,Single,PhD,Unemployed,145245,38226,Home,390,2,8,Yes
71594914-b1b6-4ecd-8009-45ce932c3ec9,Paul Watkins,30,Male,Divorced,High School,Self-employed,186247,19469,Home,413,1,5,Yes
7bcf2b31-902b-4154-a088-5550f74f6900,John Olson,47,Female,Widowed,Other,Employed,135623,20095,Education,301,4,1,No
56f401e5-c1e9-44fa-be47-27fdc51c91f4,Alexander Anderson,50,Female,Divorced,Master,Unemployed,63927,40615,Home,800,2,1,Yes
ae7cfd14-7577-4730-868d-a4b2f613bda0,Mitchell Deleon,30,Male,Single,High School,Unemployed,123719,32210,Personal,470,1,2,No
dcad8ec2-963a-4333-a582-95dc75f1c654,Susan Bryant,69,Female,Widowed,Master,Student,42073,6802,Home,740,4,6,Yes
420079f5-1dc3-426e-bb62-659e0700749a,Derrick Diaz,43,Male,Divorced,Master,Student,145517,38997,Car,524,2,1,Yes
c9e55c47-a237-48c1-a1f6-dfbe114b3c79,Rebecca Lambert,39,Female,Single,High School,Student,106257,12841,Personal,446,0,0,Yes
b38046ef-ad4a-4b3c-b86a-f9ddfe83c32a,Erica White,56,Female,Divorced,PhD,Retired,157644,16169,Education,747,2,3,No
6994bf84-50d3-4a03-8cd7-608f3adcb38c,Joseph Miller,19,Female,Married,High School,Self-employed,155022,37036,Home,729,4,9,Yes
89207bc4-8439-4ed9-9a64-845ef49816ad,Richard Molina,55,Female,Single,Bachelor,Employed,104578,43029,Car,622,2,6,Yes
436ae2bb-d509-4e07-b368-d836027d3808,Rebecca Torres,56,Female,Married,Master,Student,30006,47651,Car,390,4,4,No
66205167-17cf-475f-898b-cf673f8dcf96,Jack Jacobs,43,Female,Single,Other,Employed,191325,35953,Personal,313,0,6,No
578cd875-d231-4372-bfb0-942cac777762,James Morgan,63,Male,Single,Master,Student,178803,19921,Home,447,2,6,Yes
2db13deb-ee6f-4bea-8df7-164713769ff9,Lindsay Chavez,67,Female,Widowed,Other,Unemployed,185487,48505,Car,770,4,6,Yes
37f3f32b-5a81-462a-9059-f77b79ff89d9,Mr. Jeremy Cohen Jr.,32,Female,Married,Bachelor,Employed,67813,7745,Home,708,1,0,No
2ecaf629-44e2-4691-92de-d495e4f1e8e8,Kathryn Perry,51,Female,Married,Bachelor,Retired,146491,32443,Personal,683,2,7,Yes
ee25356a-aee0-4ec9-bf04-18a9f2765513,Jeffery Richards,59,Male,Married,Bachelor,Student,191932,16016,Business,687,0,5,No
bcb3636d-7fbe-4bb3-b0ae-d12de8f10194,Chad Morales,61,Male,Single,High School,Self-employed,42013,14219,Car,356,1,5,Yes
3df76a69-bc45-444a-bc1f-dff0331d58bb,Tammy Alexander,66,Male,Married,Master,Unemployed,23244,48728,Education,813,2,9,Yes
3aad5840-34ef-41df-83f1-9b58df6c0d60,Alexander Cox,57,Female,Married,Other,Student,97428,30012,Home,644,4,3,Yes
d61a080a-3fec-4a37-95be-a8dc33e88249,Brett Stephens,28,Female,Widowed,Bachelor,Employed,61462,23081,Personal,386,3,8,Yes
c7688339-27ef-4357-9b24-9c2a9e5c5dcd,Karen Mitchell,20,Male,Divorced,Bachelor,Student,173826,1301,Personal,704,1,9,No
1417c2f9-eb91-431a-9eb0-5b4a1b4ffd5f,Carol Taylor DDS,23,Male,Divorced,Other,Unemployed,40588,19549,Education,544,4,8,Yes
7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,Pam Roberts,26,Male,Married,Master,Self-employed,82182,35528,Business,351,1,5,Yes
db6a34ea-c3a5-4237-81b2-16cf9d23c3cf,Benjamin Phillips,23,Female,Married,Master,Self-employed,138500,13438,Home,508,2,8,No
d91738f8-0ad1-418c-b53f-091e8a9e0964,James Snyder,26,Male,Married,Other,Self-employed,174710,6286,Business,442,0,0,No
50bf2995-9ee4-405d-9f06-bc767b777e71,Daniel Phillips,56,Female,Married,PhD,Unemployed,20785,36422,Personal,845,0,6,Yes
e1886146-fc40-43d4-a5eb-45497e0a04c2,Andrea Bryant,48,Female,Divorced,Master,Student,151299,22251,Car,403,1,8,Yes
4654e77d-de67-4278-9313-b3a7e5a1c6e4,Melinda Thompson,49,Female,Widowed,Other,Unemployed,90483,31466,Business,343,3,4,Yes
c3a6b204-fc01-4a22-aed0-b0b27da56b6e,Jade Phillips,58,Male,Single,Other,Unemployed,158549,38860,Car,632,2,5,Yes
65db6e43-47bf-4db7-82d9-a774ea7f6c7d,Kyle Mooney,67,Female,Married,Bachelor,Student,37211,7580,Education,546,4,5,No
20d4ba18-93a0-4478-800b-19de38db128d,Christine Leblanc,29,Male,Married,Other,Retired,99430,18015,Personal,829,2,4,Yes
6c5540f0-cc9c-441c-8696-99010ddca788,Alexander Wright,25,Male,Divorced,High School,Self-employed,179459,49201,Car,764,3,9,No
08560684-8a6f-44b3-b08d-312e7a732f35,Joshua Cunningham,25,Male,Married,Bachelor,Employed,30217,13383,Home,600,4,8,No
dc432ed5-64ca-41c7-98e7-edf880a23721,Stephanie Mcintosh,67,Male,Widowed,Bachelor,Employed,198560,29963,Personal,837,3,4,Yes
750acc98-2cbf-4769-86a1-a468afb3e3ad,Juan Chan,45,Female,Widowed,Master,Student,31556,16536,Education,667,2,2,Yes
84a91789-b2c0-47e8-9ed0-72e9f9fc6034,Allen Weaver,37,Female,Married,PhD,Employed,97104,35842,Home,505,2,5,Yes
0227b8d5-b070-4a53-90ce-857f75c72fb6,Mr. Martin Morales,64,Female,Divorced,Master,Retired,46914,16156,Personal,656,1,5,Yes
61223189-35f3-4e4a-ac92-04b40306a258,Ryan Cannon,24,Female,Married,High School,Unemployed,176776,5400,Business,630,3,0,No
5c91f845-534f-496d-99ca-9c1b94bcf47a,Catherine Crane,28,Male,Married,Bachelor,Self-employed,173538,44877,Personal,579,0,3,No
2fe938e4-427b-4ffb-9ca1-adcc9cdf0664,Michelle Gould,37,Male,Divorced,Bachelor,Employed,171004,26344,Home,741,3,9,Yes
44f7f01a-3cb5-46d7-834a-130e8c6ea6ad,Mathew Olson,33,Male,Widowed,Other,Employed,58199,49045,Car,800,3,9,Yes
57d52b78-9cf3-437e-b562-037b78aa16ea,Gary Walker,21,Male,Single,PhD,Student,179849,33573,Car,733,4,0,No
6c878546-7faf-4458-af14-f7775dad348e,Terry Williams,23,Female,Married,PhD,Student,170126,25780,Personal,499,4,5,Yes
c08fe6d7-b361-470a-ab49-acc635e574e0,Melissa Riley,39,Male,Widowed,Other,Unemployed,198264,1661,Personal,499,1,1,Yes
668d3c8b-dab5-4d55-9d75-c03c5f4faf10,Jesse Anderson,43,Female,Married,High School,Self-employed,23339,1678,Education,666,0,4,Yes
9247e851-2e0d-4860-b362-f9b74795cd1d,John Stone,20,Male,Single,PhD,Employed,104709,7363,Business,638,2,2,No
af9e7a0e-936d-44a7-bab1-996a21925613,Joshua Griffin,58,Male,Divorced,Bachelor,Unemployed,118118,34067,Education,719,0,5,Yes
b8875caf-1991-403f-906e-ccbc3a8359b6,Virginia Morales,59,Male,Widowed,High School,Self-employed,80534,17641,Education,576,0,8,Yes
8e2ac3ff-3c5d-4a42-8dd8-af09451b6267,Ronald Cook,31,Male,Single,Master,Unemployed,197027,20146,Car,353,0,2,No
323132fa-6181-42de-9b37-0ca76ea5e341,Louis Tyler,28,Female,Married,Master,Employed,112604,34007,Car,463,1,8,Yes
bd1116ee-f58a-47c7-8ccf-4130255603d4,Mary Wall,35,Female,Single,High School,Student,58316,45505,Home,685,1,4,No
027e789c-ce40-483b-b915-ad7e2648c819,Dustin Mendez,29,Female,Widowed,Bachelor,Student,107022,24707,Education,375,0,1,Yes
226cbc6a-7fe5-44b6-abe8-c7562d36226c,Amy Martin,40,Female,Divorced,Master,Student,76670,28088,Home,721,2,9,No
a1726883-d971-4e00-a4ad-5e9bfedd22d9,Ashley Martinez,29,Male,Married,Bachelor,Retired,181713,38058,Personal,529,2,9,No
50d3802d-b876-4455-88b3-152d845a91b8,Scott Gibbs,30,Male,Divorced,Other,Unemployed,81745,31989,Home,605,2,9,Yes
403fd582-4ccf-4a4b-bc93-243ec90b9454,Heather Rojas DDS,42,Female,Divorced,PhD,Employed,39046,6647,Car,416,1,9,Yes
0c36ad4e-915d-4a63-9bc6-c9288fe84e20,Ashley Shepard,62,Female,Single,High School,Unemployed,167657,15064,Education,539,4,8,Yes
29d0c613-b0c7-4002-9956-699065fdaadb,Jessica Vasquez,68,Male,Single,PhD,Student,27087,40474,Car,805,2,2,Yes
411920f6-d056-4199-b728-ddc20f5e8b47,Melinda Rosario,36,Male,Widowed,Other,Unemployed,131638,46411,Personal,832,4,8,No
18a73d94-a13e-466d-96c6-d99779fe7ccc,Jennifer Sanchez,63,Female,Widowed,Master,Self-employed,146041,32195,Business,356,0,5,No
42803aa0-55ac-4d06-be9d-a9517329af6e,Christina Davis DDS,53,Female,Divorced,Bachelor,Unemployed,61430,46620,Education,328,2,0,Yes
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Mrs. Heather Meyers,62,Female,Widowed,Bachelor,Retired,60711,29979,Car,733,0,0,No
581993cc-41f9-494a-8f5d-337fee8d5daa,Nicole Garcia,25,Male,Divorced,Other,Retired,121660,40539,Business,517,0,2,Yes
59e110eb-1f09-4b9d-a969-29b20513eda8,Lisa Robinson,46,Female,Married,High School,Student,194388,24992,Personal,845,3,4,Yes
9b0707e5-f68e-4e81-adf9-568bde0bde18,Katie Davis,49,Female,Divorced,PhD,Employed,63543,34288,Business,765,0,5,Yes
a65d958e-936d-41a8-93ac-b00e32eeeb38,Christine Farrell,68,Female,Widowed,Master,Self-employed,155543,6642,Car,843,0,4,Yes
fab8328f-2cae-43a2-89d7-16efa62d7221,Mariah Eaton,61,Female,Widowed,High School,Employed,47122,47698,Car,803,1,7,Yes
53391df4-5ae8-4d18-88dc-1e26c7c2564a,Joseph Gould,35,Female,Divorced,Other,Employed,88659,4884,Personal,687,0,5,Yes
c655a597-7ccc-43de-82ac-7e1dac565da6,Ashley Clark,23,Male,Single,Other,Self-employed,96869,49385,Personal,841,2,1,Yes
141283fb-e3be-43d6-b26a-030dbc8cfa8f,Kathryn Simmons,35,Female,Divorced,Bachelor,Retired,71459,36509,Business,650,1,4,Yes
76b874d3-4959-4bed-9d19-11a5618dde71,Colin Vega Jr.,36,Male,Divorced,Master,Student,58771,32649,Business,624,3,6,Yes
de46222e-2514-47ce-b4e3-5f7ba1b7e3d8,Robert Vazquez,39,Female,Single,High School,Unemployed,89326,14481,Car,840,3,1,Yes
edb68b81-cec6-4cfe-a3fd-17f02ae63af6,Bryan Monroe,54,Female,Married,Bachelor,Retired,52036,37300,Personal,695,0,4,Yes
9cc05b67-a19b-424a-abfc-2a47565f1491,Louis Rose,49,Female,Single,Master,Student,75087,31532,Home,378,4,4,No
e835f080-d951-4f98-a79f-2f429256d707,Andrew Abbott,58,Male,Widowed,PhD,Retired,186950,34418,Personal,782,3,7,No
57f7d71f-2978-4c73-9440-adec12439b0f,Lance Brown,20,Male,Single,PhD,Self-employed,152673,12036,Education,608,3,8,No
a72bdddd-511e-4eb8-9040-5c433a6c7da6,Christopher Howard,45,Male,Widowed,Bachelor,Employed,162860,3158,Education,718,3,2,Yes
9afa8267-4479-4214-b5de-f8074a965478,Jose Cook,27,Female,Widowed,High School,Self-employed,172379,20035,Personal,534,2,3,No
e33fc52c-4570-43e4-a53c-8f74a5076897,Michael Mckee,68,Female,Divorced,Master,Unemployed,178201,44227,Business,735,4,8,Yes
f0533851-dce0-42bb-87ed-ea0271e4dc42,Cynthia Harper,52,Male,Divorced,PhD,Self-employed,163784,10220,Education,736,0,8,Yes
855c0a97-9640-4fcd-bf76-14495cf85eeb,Olivia Martinez,46,Male,Married,PhD,Employed,42303,10747,Car,445,0,2,No
2ad55c0b-69fb-4fe6-b346-1e07f72cb6c8,Mr. Nicholas Munoz,32,Female,Widowed,High School,Retired,66515,47692,Car,465,1,1,Yes
20029d9f-05e9-4407-9aad-a0b12f132a6d,Thomas Waters,50,Male,Divorced,Bachelor,Student,167076,41230,Car,465,2,6,Yes
406bf02d-a97a-4f4e-bc10-871bba4f4b03,Ashley Stokes,24,Female,Widowed,Other,Unemployed,105698,25513,Personal,694,4,3,Yes
bfeef19d-b360-4faa-be6e-9d47f0c0804b,Kyle Singh,29,Male,Married,Master,Retired,113773,40806,Education,552,1,2,Yes
65a4c79b-2aba-44f9-b5e8-0364147f1f67,Spencer Jones,66,Male,Widowed,PhD,Student,96025,42472,Business,708,4,1,Yes
efd1b588-1054-42d5-9876-35761a5ed196,Vicki Fry,47,Male,Married,Other,Employed,140551,17502,Car,745,3,9,Yes
0dc78104-8c66-4766-b922-b440e0f1e44c,Johnny Fisher,38,Female,Married,High School,Self-employed,102099,6518,Business,346,4,7,Yes
8623bc74-65a2-4cc8-855b-e95d06bfd9c4,Timothy Fuentes,48,Female,Married,Bachelor,Retired,40349,41349,Car,394,1,6,Yes
1a9b0d42-154f-437d-befa-c198c3d6cd54,Michelle Sullivan MD,41,Male,Divorced,Master,Student,66059,7277,Personal,788,2,4,No
15956c42-27c0-4f89-9e3b-f1b34330125c,Jennifer Duncan,37,Female,Single,High School,Student,199877,11341,Car,562,2,6,No
63ccf604-e2ae-4f87-ae7c-a782a7a31d25,David Summers,54,Female,Single,Bachelor,Self-employed,166757,48558,Personal,732,3,0,No
bcd2e8eb-3f55-40cd-bab7-127e4f32ea54,Kristen Flores,21,Female,Divorced,High School,Retired,192769,24613,Education,542,0,8,Yes
205c8491-a061-49db-b172-f63648bfb602,James Parsons,45,Female,Widowed,PhD,Retired,122023,1959,Education,632,1,7,No
2bacf712-d6a9-49e8-86d8-95e5219b606d,Alexa Ingram,61,Male,Divorced,PhD,Employed,141018,6936,Business,407,0,3,Yes
5b59f28e-a9de-4b26-88ff-eab0075072d6,James Stanley,37,Female,Widowed,Other,Retired,134742,29678,Car,620,3,0,Yes
dd3ee854-5340-44b0-aa4f-4a80dc412176,Tyler Williams,41,Female,Married,High School,Self-employed,46009,14155,Education,773,4,3,Yes
def3306a-f998-43f2-b799-fddb79e546e7,Melissa Torres,67,Male,Divorced,PhD,Retired,142686,24042,Home,571,4,0,No
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Lauren Marshall,66,Female,Single,Bachelor,Employed,130138,19763,Home,772,3,5,No
f2cffcae-f833-4bfb-a296-e3f171e15b9f,Suzanne Johnson,68,Female,Widowed,Other,Student,138871,12642,Business,766,2,7,No
9740b212-2d52-45f4-8a0e-c018b29769b2,Miss Sharon Park,49,Female,Divorced,Master,Retired,39678,42404,Education,703,1,4,No
bfb8abb9-a18c-4492-b4e0-079a98fb4727,Mark Mcclain,58,Male,Divorced,High School,Self-employed,56623,20923,Personal,523,3,8,Yes
6f5aad52-9061-498f-a096-521ea2c723d4,Tracy Frost,53,Male,Widowed,PhD,Retired,33369,17296,Home,411,3,9,Yes
88a613b4-a3b8-4f92-a3c9-0c6a86017633,Jordan Jones,51,Female,Married,Bachelor,Unemployed,186591,19719,Education,754,1,1,Yes
7b4d8646-58e0-458f-a8af-301f4f45f6f7,Victor Ruiz,53,Female,Married,High School,Employed,119028,10227,Personal,587,2,1,Yes
16ed0330-ce01-4413-ba25-16fe8a27b0b0,Jodi Mendoza,19,Male,Married,Bachelor,Student,127749,4044,Car,752,2,3,Yes
6986305a-5da3-49cf-8ed0-730d711dc1dd,John Perez,32,Male,Married,Other,Unemployed,62256,49231,Education,640,1,5,No
02b3c948-4db6-4475-a7dd-1ac44282b6e4,Adam Gillespie,51,Male,Widowed,PhD,Self-employed,98893,35054,Car,457,0,5,Yes
c21f84fc-d0bc-4ad5-85f8-0d9b00060d5a,Matthew Lucas,53,Female,Single,PhD,Retired,111006,10650,Home,485,4,5,Yes
49694032-5808-4790-a2e4-9628d913057d,Theresa Davis,23,Female,Divorced,Other,Employed,104419,11412,Car,328,1,5,Yes
b011b125-0221-41e5-88fc-3da1781d5b6c,Sherry Franco,56,Male,Divorced,Bachelor,Retired,152401,35398,Home,707,2,0,Yes
c166a8b3-f26b-4ebf-bdef-3b8eec0dfc3a,Robert Jenkins,59,Female,Married,High School,Retired,112586,32040,Business,326,0,0,Yes
c4100108-0256-4389-8cb3-46637a211151,Cathy Young,68,Female,Widowed,Bachelor,Retired,149141,21411,Business,832,3,2,Yes
98d53cf5-4afc-49e8-8c47-6b726e310234,Steven Davis,68,Female,Single,High School,Retired,51407,49842,Home,391,3,1,Yes
8c57a277-01d9-49b4-8bf8-f29e3b30ee97,Mariah Collins,29,Female,Single,Other,Employed,139805,20500,Personal,471,3,6,Yes
e1d55f85-6967-4586-b046-30085fa72012,Edward Stanton,20,Female,Divorced,Master,Unemployed,98074,39433,Business,413,4,5,Yes
3ff93134-650e-48e4-afe6-33f18f807d8b,Debra Caldwell,62,Female,Married,High School,Self-employed,169906,15546,Personal,397,2,4,No
a55fa725-bcb3-4168-b706-2cfa29cc0789,Brooke Ramirez,35,Female,Divorced,PhD,Unemployed,67303,28530,Personal,554,0,7,Yes
3878becf-60dc-42eb-9413-c85063c4e76d,Nicole Smith,57,Male,Divorced,PhD,Employed,127665,14024,Personal,321,2,1,Yes
a0152b5b-6c17-4150-9447-16cc4352acea,Jessica Bell,38,Male,Single,PhD,Self-employed,59825,30088,Education,420,4,6,No
ccca1e14-c3b8-480f-8440-8e983d53ec43,Ann Barnett,32,Male,Widowed,Bachelor,Student,97167,23828,Education,510,4,9,Yes
b1a50a3d-cebd-4b2b-9cfb-bce7e8f2c584,Mary Whitney,50,Male,Single,Bachelor,Unemployed,63327,39343,Personal,685,1,3,Yes
a60147c3-48e0-4502-8598-f3c8af449605,Donald Salazar,52,Male,Divorced,Bachelor,Employed,89830,24777,Home,583,2,2,No
44d18524-cf0e-4567-882d-7fc1be3074f8,Ashley Simpson,43,Male,Married,PhD,Employed,62424,37967,Business,352,3,0,Yes
1186da93-da7d-4c53-b020-cf0669b41194,Joshua Mann,25,Male,Married,High School,Employed,131674,9412,Car,760,1,9,Yes
1c405045-4a22-4ae9-a2f9-cafe2eb23ca3,Julie Flores,53,Male,Widowed,PhD,Self-employed,103650,43284,Education,607,2,1,Yes
73e88db6-9e23-43d0-b491-5c14a30b669c,Brandi Roberson,65,Male,Widowed,High School,Retired,198318,47564,Education,632,1,6,Yes
7df37378-9f6c-4ab4-b352-2c1845aa9503,Melinda Hanson DDS,47,Female,Widowed,Bachelor,Student,80638,43440,Car,512,1,2,No
26f341c8-04f7-48c8-9215-b5033012f819,Janice Jones,40,Female,Divorced,Master,Self-employed,174649,34203,Personal,835,0,4,Yes
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Penny Johnson,59,Male,Divorced,Bachelor,Self-employed,183247,24261,Car,489,1,2,Yes
4838a888-1a2e-4864-b8ea-ca362f999b2a,James Jensen,61,Female,Widowed,Other,Unemployed,139309,1042,Personal,483,4,6,No
703c1286-b717-44cd-a002-91bb44e9f8fb,Kenneth Branch,31,Female,Married,High School,Student,134952,48313,Education,513,3,3,Yes
17172654-3b99-4815-8219-a9c7ba23b07a,Tyler Allen,31,Male,Married,Master,Employed,133670,18349,Car,392,0,7,Yes
3799a376-7e5b-4ac9-83c5-01fe269334ef,James Aguilar,19,Male,Married,Bachelor,Self-employed,103949,29682,Home,707,1,9,No
c9254bb5-4fc3-4d4e-ab95-0c1d578799d9,Jessica Thompson,54,Male,Divorced,Master,Student,78587,1215,Business,575,0,7,No
5f13e10b-ff7a-484d-bf96-dd35cca99089,Gregory Hall,22,Female,Single,PhD,Unemployed,154838,12427,Business,333,3,3,No
081fec82-ca9a-4f77-b26a-51a576b40672,Keith Davis,55,Female,Married,High School,Retired,59824,21704,Business,544,3,1,Yes
c02553ea-d7f2-4678-9489-8025548b2ce3,Rodney Patton,62,Male,Married,Other,Student,46056,31432,Car,608,0,6,Yes
4439940d-0e58-4770-a566-0316f39ef1be,Michael Houston,58,Female,Married,PhD,Employed,28299,3705,Personal,716,2,0,Yes
8b0ea0b9-1246-4474-a475-c0eec6913069,Rachel Torres,64,Female,Widowed,Master,Self-employed,56331,17062,Education,679,3,8,Yes
e54c8739-3133-439e-ae7d-952b785b8a07,Mark Hernandez,31,Female,Divorced,Bachelor,Retired,194938,42732,Business,349,4,4,Yes
61af0e8e-d137-47e1-8005-353dd76f1e65,Jeff Thompson,56,Male,Widowed,High School,Unemployed,147611,21495,Car,538,4,9,No
f97f4994-1f38-4f55-833a-c4d6d4085391,Debra Lee,42,Female,Widowed,Other,Employed,158921,30704,Business,534,1,3,Yes
62821d61-3fbb-4f57-b6f5-6f1cc4a531cd,Megan Ryan,37,Female,Single,Bachelor,Retired,164843,32233,Personal,618,2,3,Yes
3f46057b-7165-436b-b997-c779c56f05e6,David Clark,19,Female,Widowed,Other,Unemployed,49604,28731,Home,392,2,8,Yes
32fd73c5-0894-4176-be99-df69bcd49975,Todd Rojas,56,Female,Single,High School,Employed,157107,9122,Home,629,1,0,Yes
180dc855-c55f-4de8-bc3e-1d1975f94230,Steven King,23,Female,Widowed,Master,Self-employed,93495,9249,Education,719,3,3,Yes
355cca9c-fb6b-41dc-aa7f-7e0685695f97,Jeffrey Stokes,34,Female,Married,Other,Unemployed,23196,30656,Home,761,0,5,Yes
f6121d2c-ae73-40eb-a39d-8fe7790b185c,Casey Wright,42,Female,Divorced,High School,Retired,70337,5946,Home,641,2,7,Yes
289ac251-52b4-44e8-afab-cd734fe66636,Janet Oliver,45,Male,Widowed,Other,Employed,56899,31207,Car,541,2,1,Yes
bea6450f-0acc-423c-ba6d-bed8a110e887,Gary Smith,19,Male,Single,Bachelor,Student,170531,12881,Car,775,3,7,Yes
1f44aa88-855b-4c5b-8cb1-457eeffad15b,Gerald Wall,52,Female,Divorced,Other,Employed,113270,5743,Education,783,0,8,Yes
4c7f03bb-a376-4c2d-bb31-dcdc40d91a8e,Hannah Dickson,54,Male,Single,Bachelor,Retired,96687,19227,Education,724,4,7,No
0d559b64-e334-4bac-9c44-ebd132df8d45,Madeline Boyle,22,Female,Married,Bachelor,Retired,187687,10160,Car,526,2,4,Yes
f9287d26-37c0-487a-aaac-826edd18ab28,Virginia Lynch,18,Female,Widowed,High School,Student,159866,33068,Home,454,3,0,Yes
6f2537ce-a206-427c-bc68-41d61ce8e12f,Tammy Bridges,57,Female,Divorced,PhD,Retired,44358,14521,Personal,841,2,5,Yes
cb5d2b59-2ad8-40ca-83db-7a2e531350e0,Danielle Simmons,29,Male,Married,Other,Employed,53849,8292,Home,459,4,0,Yes
6553b15f-1ea1-4b0f-95ae-b18b46ae7e06,Shelly Henderson,53,Female,Widowed,Master,Unemployed,82603,8629,Home,510,1,3,Yes
f80590f0-0249-4a09-be3b-1a40ca0553a2,Frank Davis,62,Female,Widowed,Bachelor,Employed,139043,1289,Personal,788,3,8,No
b0d515ab-c891-455d-94c1-76b90ac013d5,Jennifer Williams,40,Male,Single,PhD,Retired,109582,28861,Education,555,0,4,Yes
27ad8d51-98a1-4e4f-b03b-693479ab56d1,Robert Mills,64,Male,Single,Bachelor,Student,28389,16791,Car,355,1,6,Yes
3fac4317-16e8-47b0-8552-f3c55f13fb98,Philip Yates,48,Female,Married,PhD,Student,192454,43080,Education,458,0,8,Yes
af9a1168-1766-4795-bffa-b493285eed0a,Chad Romero,28,Male,Single,PhD,Self-employed,103061,23776,Education,394,4,3,Yes
f83b1806-ee4c-4b18-96a2-d49d9e5f8273,Timothy Odom,27,Male,Married,Master,Student,76087,33246,Education,538,0,4,Yes
0f5f9707-a008-4c20-8272-88e6ff39a117,Lisa Morales,20,Female,Married,PhD,Student,151028,26308,Car,515,2,5,Yes
276732d3-a502-4c4b-9b03-34d80f4d6c40,Victor Jordan,31,Female,Married,Master,Retired,95781,20960,Education,737,4,0,Yes
1b7e0502-ca9d-4831-894e-7397b38a3db1,Lisa Scott,33,Female,Single,High School,Unemployed,97895,16450,Education,445,1,9,Yes
5115d7ee-3b90-408e-bce3-456320363a73,Michael Ellis,27,Male,Divorced,Bachelor,Unemployed,117184,40616,Business,807,2,4,Yes
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Maria Brennan,46,Male,Married,Master,Retired,155599,4782,Home,423,2,9,Yes
e44cbd41-ce36-492a-98e9-d0aac1b6edd4,Jessica Williams,27,Male,Divorced,Bachelor,Student,130971,40683,Business,631,4,3,No
05776108-3166-4c94-bbb2-4366704fe1a8,Lisa Odonnell,29,Female,Widowed,Other,Employed,26693,46631,Car,567,0,0,Yes
